dep_id,application_id,library,version,is_risky,risk_type,severity,explanation
DEP-0336,APP-007,charset-normalizer,1.5.6,False,NONE,NONE,No issues detected
DEP-0337,APP-007,pytest,3.12.0,False,NONE,NONE,No issues detected
DEP-0338,APP-007,numpy,1.11.0,False,NONE,NONE,No issues detected
DEP-0339,APP-007,botocore,1.8.0,False,NONE,NONE,No issues detected
DEP-0340,APP-007,scipy,2.11.4,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency scipy:2.11.4 has CVE-2021-1037 (CVSS 4.7). Inherited via dependency chain — not directly declared by DevToolkit.
DEP-0341,APP-007,httpx,3.2.1,True,TRANSITIVE_VULNERABILITY,CRITICAL,Transitive dependency httpx:3.2.1 has CVE-2023-1097 (CVSS 9.7). Inherited via dependency chain — not directly declared by DevToolkit.
DEP-0342,APP-007,bouncycastle-bcprov,3.4.8,False,NONE,NONE,No issues detected
DEP-0343,APP-007,aiohttp,2.2.8,False,NONE,NONE,No issues detected
DEP-0344,APP-007,gunicorn,3.0.7,True,TRANSITIVE_VULNERABILITY,LOW,Transitive dependency gunicorn:3.0.7 has CVE-2023-1101 (CVSS 3.8). Inherited via dependency chain — not directly declared by DevToolkit.
DEP-0345,APP-007,click,4.12.2,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency click:4.12.2 has CVE-2024-1039 (CVSS 6.0). Inherited via dependency chain — not directly declared by DevToolkit.
DEP-0346,APP-007,pydantic,3.6.6,False,NONE,NONE,No issues detected
DEP-0347,APP-007,uvicorn,1.4.8,False,NONE,NONE,No issues detected
DEP-0348,APP-007,pyyaml,4.11.5,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency pyyaml:4.11.5 has CVE-2024-1115 (CVSS 6.0). Inherited via dependency chain — not directly declared by DevToolkit.
DEP-0349,APP-007,black,3.6.2,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency black:3.6.2 has CVE-2023-1053 (CVSS 5.5). Inherited via dependency chain — not directly declared by DevToolkit.
DEP-0350,APP-007,jinja2,2.0.0,False,NONE,NONE,No issues detected
DEP-0351,APP-008,aws-sdk-s3,4.14.7,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library aws-sdk-s3:4.14.7 has CVE-2021-1093 (CVSS 4.1, MEDIUM). Patch available: upgrade to 3.2.0"
DEP-0352,APP-008,mockito-core,5.11.1,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library mockito-core:5.11.1 has CVE-2023-1188 (CVSS 4.6, MEDIUM). Patch available: upgrade to 4.0.0"
DEP-0353,APP-008,guava,3.9.7,True,LICENSE_CONFLICT,HIGH,Library guava uses GPL-2.0 license in proprietary application ComplianceEngine. Viral copyleft requires open-sourcing derivative works or removing the dependency.
DEP-0354,APP-008,mysql-connector-java,2.15.0,False,NONE,NONE,No issues detected
DEP-0355,APP-008,tomcat-embed-core,5.4.2,True,UNMAINTAINED,MEDIUM,Library tomcat-embed-core:5.4.2 last updated 2024-01-30 (812 days ago). No security patches or maintenance activity.
DEP-0356,APP-008,lettuce-core,4.10.8,False,NONE,NONE,No issues detected
DEP-0357,APP-008,jedis,1.6.9,True,VULNERABLE_DEPENDENCY,LOW,"Library jedis:1.6.9 has CVE-2024-1178 (CVSS 1.0, LOW). Patch available: upgrade to 5.0.0"
DEP-0358,APP-008,postgresql-jdbc,3.6.3,True,VULNERABLE_DEPENDENCY,LOW,"Library postgresql-jdbc:3.6.3 has CVE-2023-1011 (CVSS 0.6, LOW). Patch available: upgrade to 2.8.0"
DEP-0359,APP-008,spring-security-core,4.0.8,True,VULNERABLE_DEPENDENCY,LOW,"Library spring-security-core:4.0.8 has CVE-2024-1104 (CVSS 3.3, LOW). Patch available: upgrade to 3.4.0"
DEP-0360,APP-008,mocha,2.9.6,True,UNMAINTAINED,HIGH,Library mocha:2.9.6 last updated 2020-04-29 (2183 days ago). No security patches or maintenance activity.
DEP-0361,APP-008,commons-collections4,1.10.2,False,NONE,NONE,No issues detected
DEP-0362,APP-008,commander,5.7.7,True,UNMAINTAINED,HIGH,Library commander:5.7.7 last updated 2022-08-09 (1351 days ago). No security patches or maintenance activity.
DEP-0363,APP-008,boto3,1.8.8,True,VULNERABLE_DEPENDENCY,LOW,"Library boto3:1.8.8 has CVE-2026-1005 (CVSS 3.6, LOW). Patch available: upgrade to 3.13.0"
DEP-0364,APP-008,logback-classic,3.5.3,True,UNMAINTAINED,HIGH,Library logback-classic:3.5.3 last updated 2022-08-09 (1351 days ago). No security patches or maintenance activity.
DEP-0365,APP-008,hibernate-core,3.6.9,False,NONE,NONE,No issues detected
DEP-0366,APP-008,bouncycastle-bcprov,2.8.6,False,NONE,NONE,No issues detected
DEP-0367,APP-008,log4j-api,4.8.3,False,NONE,NONE,No issues detected
DEP-0368,APP-008,h2-database,4.15.6,False,NONE,NONE,No issues detected
DEP-0369,APP-008,spring-boot-starter,3.12.2,False,NONE,NONE,No issues detected
DEP-0370,APP-008,netty-handler,3.6.1,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library netty-handler:3.6.1 has CVE-2023-1080 (CVSS 5.5, MEDIUM). Patch available: upgrade to 1.10.0"
DEP-0371,APP-008,commons-codec,1.4.1,False,NONE,NONE,No issues detected
DEP-0372,APP-008,spring-web,1.8.10,False,NONE,NONE,No issues detected
DEP-0373,APP-008,junit-jupiter,3.13.6,False,NONE,NONE,No issues detected
DEP-0374,APP-008,grpc-core,4.6.5,False,NONE,NONE,No issues detected
DEP-0375,APP-008,commons-io,4.0.9,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library commons-io:4.0.9 has CVE-2023-1070 (CVSS 6.8, MEDIUM). Patch available: upgrade to 2.11.0"
DEP-0376,APP-008,graphql,1.12.5,False,NONE,NONE,No issues detected
DEP-0377,APP-008,jackson-databind,4.2.1,False,NONE,NONE,No issues detected
DEP-0378,APP-008,micrometer-core,3.0.7,False,NONE,NONE,No issues detected
DEP-0379,APP-008,slf4j-api,3.11.6,False,NONE,NONE,No issues detected
DEP-0380,APP-008,commons-lang3,5.13.8,False,NONE,NONE,No issues detected
DEP-0381,APP-008,pgx,5.4.0,False,NONE,NONE,No issues detected
DEP-0382,APP-008,kafka-clients,3.9.6,False,NONE,NONE,No issues detected
DEP-0383,APP-008,hibernate-validator,2.7.7,False,NONE,NONE,No issues detected
DEP-0384,APP-008,jackson-annotations,3.0.1,True,VULNERABLE_DEPENDENCY,LOW,"Library jackson-annotations:3.0.1 has CVE-2021-1018 (CVSS 0.9, LOW). Patch available: upgrade to 3.6.0"
DEP-0385,APP-008,logback-core,1.5.4,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library logback-core:1.5.4 has CVE-2022-1144 (CVSS 4.2, MEDIUM). No patch available yet."
DEP-0386,APP-008,axios,3.12.5,False,NONE,NONE,No issues detected
DEP-0387,APP-008,setuptools,1.1.2,True,UNMAINTAINED,HIGH,Transitive dependency setuptools:1.1.2 last updated 2022-02-13 (1528 days ago). Unmaintained transitive risk.
DEP-0388,APP-008,httpclient,3.9.6,False,NONE,NONE,No issues detected
DEP-0389,APP-008,resilience4j,2.8.4,False,NONE,NONE,No issues detected
DEP-0390,APP-008,jetty-server,2.8.7,False,NONE,NONE,No issues detected
DEP-0391,APP-008,opentelemetry-api,1.2.8,True,TRANSITIVE_VULNERABILITY,HIGH,Transitive dependency opentelemetry-api:1.2.8 has CVE-2024-1042 (CVSS 8.2). Inherited via dependency chain — not directly declared by ComplianceEngine.
DEP-0392,APP-008,numpy,3.11.5,True,TRANSITIVE_VULNERABILITY,HIGH,Transitive dependency numpy:3.11.5 has CVE-2022-1148 (CVSS 7.4). Inherited via dependency chain — not directly declared by ComplianceEngine.
DEP-0393,APP-008,caffeine,1.3.3,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency caffeine:1.3.3 has CVE-2022-1085 (CVSS 5.5). Inherited via dependency chain — not directly declared by ComplianceEngine.
DEP-0394,APP-008,httpcore,2.5.4,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency httpcore:2.5.4 has CVE-2023-1149 (CVSS 6.8). Inherited via dependency chain — not directly declared by ComplianceEngine.
DEP-0395,APP-008,gson,1.7.8,False,NONE,NONE,No issues detected
DEP-0396,APP-008,mapstruct,4.5.4,False,NONE,NONE,No issues detected
DEP-0397,APP-008,log4j-core,3.1.4,True,UNMAINTAINED,HIGH,Transitive dependency log4j-core:3.1.4 last updated 2021-07-20 (1736 days ago). Unmaintained transitive risk.
DEP-0398,APP-008,aws-sdk-sqs,2.1.1,True,TRANSITIVE_VULNERABILITY,LOW,Transitive dependency aws-sdk-sqs:2.1.1 has CVE-2024-1137 (CVSS 3.8). Inherited via dependency chain — not directly declared by ComplianceEngine.
DEP-0399,APP-008,disruptor,2.11.2,True,TRANSITIVE_VULNERABILITY,HIGH,Transitive dependency disruptor:2.11.2 has CVE-2024-1174 (CVSS 7.4). Inherited via dependency chain — not directly declared by ComplianceEngine.
DEP-0400,APP-008,netty-all,3.5.6,False,NONE,NONE,No issues detected
DEP-0401,APP-009,react-dom,1.10.9,True,UNMAINTAINED,HIGH,Library react-dom:1.10.9 last updated 2023-02-06 (1170 days ago). No security patches or maintenance activity.
DEP-0402,APP-009,yaml-go,5.15.0,True,VULNERABLE_DEPENDENCY,HIGH,"Library yaml-go:5.15.0 has CVE-2024-1112 (CVSS 7.8, HIGH). Patch available: upgrade to 2.0.0"
DEP-0403,APP-009,jest,3.13.6,True,VULNERABLE_DEPENDENCY,CRITICAL,"Library jest:3.13.6 has CVE-2023-1197 (CVSS 9.1, CRITICAL). Patch available: upgrade to 3.0.0"
DEP-0404,APP-009,cryptography,3.6.0,False,NONE,NONE,No issues detected
DEP-0405,APP-009,redis,5.1.1,False,NONE,NONE,No issues detected
DEP-0406,APP-009,next,2.13.7,False,NONE,NONE,No issues detected
DEP-0407,APP-009,ansible-core,2.8.10,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library ansible-core:2.8.10 has CVE-2022-1157 (CVSS 5.4, MEDIUM). Patch available: upgrade to 4.0.0"
DEP-0408,APP-009,sharp,1.14.0,False,NONE,NONE,No issues detected
DEP-0409,APP-009,axios,4.14.1,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library axios:4.14.1 has CVE-2022-1196 (CVSS 4.2, MEDIUM). No patch available yet."
DEP-0410,APP-009,winston,2.2.10,True,VULNERABLE_DEPENDENCY,LOW,"Library winston:2.2.10 has CVE-2023-1150 (CVSS 3.6, LOW). Patch available: upgrade to 3.0.0"
DEP-0411,APP-009,babel-core,5.0.0,True,VULNERABLE_DEPENDENCY,HIGH,"Library babel-core:5.0.0 has CVE-2024-1035 (CVSS 7.8, HIGH). No patch available yet."
DEP-0412,APP-009,chalk,3.6.10,True,VULNERABLE_DEPENDENCY,LOW,"Library chalk:3.6.10 has CVE-2022-1170 (CVSS 1.2, LOW). Patch available: upgrade to 4.0.0"
DEP-0413,APP-009,twisted,5.3.5,False,NONE,NONE,No issues detected
DEP-0414,APP-009,nanoid,2.3.5,True,LICENSE_UNKNOWN,MEDIUM,Library nanoid has no declared license. Legal status unclear; cannot confirm proprietary compatibility.
DEP-0415,APP-009,inquirer,5.11.0,True,VULNERABLE_DEPENDENCY,LOW,"Library inquirer:5.11.0 has CVE-2022-1032 (CVSS 1.0, LOW). Patch available: upgrade to 4.4.0"
DEP-0416,APP-009,mocha,3.5.10,False,NONE,NONE,No issues detected
DEP-0417,APP-009,vue,5.14.6,False,NONE,NONE,No issues detected
DEP-0418,APP-009,puppeteer,1.9.3,True,UNMAINTAINED,HIGH,Library puppeteer:1.9.3 last updated 2022-10-18 (1281 days ago). No security patches or maintenance activity.
DEP-0419,APP-009,postgresql-jdbc,2.12.3,True,VULNERABLE_DEPENDENCY,LOW,"Library postgresql-jdbc:2.12.3 has CVE-2023-1011 (CVSS 0.6, LOW). Patch available: upgrade to 2.8.0"
DEP-0420,APP-009,socket.io,5.13.10,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library socket.io:5.13.10 has CVE-2021-1038 (CVSS 6.2, MEDIUM). No patch available yet."
DEP-0421,APP-009,sequelize,2.12.8,True,UNMAINTAINED,HIGH,Library sequelize:2.12.8 last updated 2021-01-29 (1908 days ago). No security patches or maintenance activity.
DEP-0422,APP-009,dayjs,2.4.1,False,NONE,NONE,No issues detected
DEP-0423,APP-009,chai,2.7.6,False,NONE,NONE,No issues detected
DEP-0424,APP-009,graphql,1.11.6,True,VULNERABLE_DEPENDENCY,LOW,"Library graphql:1.11.6 has CVE-2025-1158 (CVSS 0.7, LOW). Patch available: upgrade to 5.0.0"
DEP-0425,APP-009,commander,3.12.7,True,UNMAINTAINED,HIGH,Library commander:3.12.7 last updated 2020-10-06 (2023 days ago). No security patches or maintenance activity.
DEP-0426,APP-009,morgan,4.11.6,False,NONE,NONE,No issues detected
DEP-0427,APP-009,django,3.15.10,False,NONE,NONE,No issues detected
DEP-0428,APP-009,multer,2.8.9,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library multer:2.8.9 has CVE-2022-1120 (CVSS 4.4, MEDIUM). Patch available: upgrade to 2.0.0"
DEP-0429,APP-009,uuid,5.6.6,False,NONE,NONE,No issues detected
DEP-0430,APP-009,lodash,2.12.4,True,LICENSE_CONFLICT,HIGH,Library lodash uses GPL-2.0 license in proprietary application NotificationService. Viral copyleft requires open-sourcing derivative works or removing the dependency.
DEP-0431,APP-009,webpack,4.13.10,False,NONE,NONE,No issues detected
DEP-0432,APP-009,helmet,2.6.0,False,NONE,NONE,No issues detected
DEP-0433,APP-009,knex,1.7.7,False,NONE,NONE,No issues detected
DEP-0434,APP-009,express,5.0.6,False,NONE,NONE,No issues detected
DEP-0435,APP-009,passport,2.11.10,False,NONE,NONE,No issues detected
DEP-0436,APP-009,node-fetch,4.11.2,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency node-fetch:4.11.2 has CVE-2023-1173 (CVSS 5.7). Inherited via dependency chain — not directly declared by NotificationService.
DEP-0437,APP-009,moment,4.10.3,True,TRANSITIVE_LICENSE_CONFLICT,HIGH,Transitive dependency moment uses AGPL-3.0 in proprietary app NotificationService. GPL contamination through dependency chain.
DEP-0438,APP-009,cors,1.10.5,False,NONE,NONE,No issues detected
DEP-0439,APP-009,react,2.9.7,False,NONE,NONE,No issues detected
DEP-0440,APP-009,mapstruct,1.11.6,False,NONE,NONE,No issues detected
DEP-0441,APP-009,formidable,1.2.7,False,NONE,NONE,No issues detected
DEP-0442,APP-009,pm2,2.7.1,False,NONE,NONE,No issues detected
DEP-0443,APP-009,prettier,1.1.6,False,NONE,NONE,No issues detected
DEP-0444,APP-009,dotenv,3.3.4,True,UNMAINTAINED,HIGH,Transitive dependency dotenv:3.3.4 last updated 2020-10-05 (2024 days ago). Unmaintained transitive risk.
DEP-0445,APP-009,nodemon,4.1.5,False,NONE,NONE,No issues detected
DEP-0446,APP-009,eslint,4.11.6,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency eslint:4.11.6 has CVE-2022-1016 (CVSS 6.2). Inherited via dependency chain — not directly declared by NotificationService.
DEP-0447,APP-009,jsonwebtoken,3.1.1,False,NONE,NONE,No issues detected
DEP-0448,APP-009,angular-core,3.2.5,False,NONE,NONE,No issues detected
DEP-0449,APP-009,bcrypt,2.6.6,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency bcrypt:2.6.6 has CVE-2024-1138 (CVSS 4.9). Inherited via dependency chain — not directly declared by NotificationService.
DEP-0450,APP-009,nats,2.1.6,True,TRANSITIVE_LICENSE_CONFLICT,HIGH,Transitive dependency nats uses GPL-3.0 in proprietary app NotificationService. GPL contamination through dependency chain.
DEP-0451,APP-010,pgx,3.4.3,False,NONE,NONE,No issues detected
DEP-0452,APP-010,protobuf-go,2.12.6,False,NONE,NONE,No issues detected
DEP-0453,APP-010,rich,1.7.6,False,NONE,NONE,No issues detected
DEP-0454,APP-010,logrus,3.14.5,True,LICENSE_CONFLICT,HIGH,Library logrus uses GPL-2.0 license in proprietary application VendorGateway. Viral copyleft requires open-sourcing derivative works or removing the dependency.
DEP-0455,APP-010,fiber,5.15.4,False,NONE,NONE,No issues detected
DEP-0456,APP-010,golangci-lint,4.0.6,True,UNMAINTAINED,HIGH,Library golangci-lint:4.0.6 last updated 2023-04-12 (1105 days ago). No security patches or maintenance activity.
DEP-0457,APP-010,chi,1.5.9,True,LICENSE_UNKNOWN,MEDIUM,Library chi has no declared license. Legal status unclear; cannot confirm proprietary compatibility.
DEP-0458,APP-010,mockito-core,2.6.10,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library mockito-core:2.6.10 has CVE-2023-1188 (CVSS 4.6, MEDIUM). Patch available: upgrade to 4.0.0"
DEP-0459,APP-010,setuptools,1.9.10,False,NONE,NONE,No issues detected
DEP-0460,APP-010,graphql,2.1.3,True,VULNERABLE_DEPENDENCY,LOW,"Library graphql:2.1.3 has CVE-2025-1158 (CVSS 0.7, LOW). Patch available: upgrade to 5.0.0"
DEP-0461,APP-010,nats,3.12.10,False,NONE,NONE,No issues detected
DEP-0462,APP-010,jackson-annotations,3.5.6,True,VULNERABLE_DEPENDENCY,HIGH,"Library jackson-annotations:3.5.6 has CVE-2023-1017 (CVSS 8.0, HIGH). Patch available: upgrade to 5.5.0"
DEP-0463,APP-010,sqlx,5.13.1,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library sqlx:5.13.1 has CVE-2022-1030 (CVSS 6.2, MEDIUM). No patch available yet."
DEP-0464,APP-010,resty,4.3.1,False,NONE,NONE,No issues detected
DEP-0465,APP-010,aws-sdk-go,1.5.5,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library aws-sdk-go:1.5.5 has CVE-2025-1102 (CVSS 6.3, MEDIUM). No patch available yet."
DEP-0466,APP-010,gomock,5.4.10,True,VULNERABLE_DEPENDENCY,HIGH,"Library gomock:5.4.10 has CVE-2026-1001 (CVSS 7.3, HIGH). No patch available yet."
DEP-0467,APP-010,gin,3.2.4,True,VULNERABLE_DEPENDENCY,LOW,"Library gin:3.2.4 has CVE-2023-1159 (CVSS 2.6, LOW). No patch available yet."
DEP-0468,APP-010,caffeine,4.0.9,False,NONE,NONE,No issues detected
DEP-0469,APP-010,werkzeug,5.1.9,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library werkzeug:5.1.9 has CVE-2024-1004 (CVSS 5.6, MEDIUM). No patch available yet."
DEP-0470,APP-010,go-redis,5.11.0,True,VULNERABLE_DEPENDENCY,HIGH,"Library go-redis:5.11.0 has CVE-2024-1128 (CVSS 8.4, HIGH). No patch available yet."
DEP-0471,APP-010,grpc-go,2.9.10,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library grpc-go:2.9.10 has CVE-2021-1055 (CVSS 4.5, MEDIUM). Patch available: upgrade to 4.8.0"
DEP-0472,APP-010,cobra,3.5.6,False,NONE,NONE,No issues detected
DEP-0473,APP-010,echo,3.7.7,False,NONE,NONE,No issues detected
DEP-0474,APP-010,colly,4.14.2,False,NONE,NONE,No issues detected
DEP-0475,APP-010,zap,2.12.6,False,NONE,NONE,No issues detected
DEP-0476,APP-010,yaml-go,1.4.2,True,VULNERABLE_DEPENDENCY,HIGH,"Library yaml-go:1.4.2 has CVE-2024-1112 (CVSS 7.8, HIGH). Patch available: upgrade to 2.0.0"
DEP-0477,APP-010,crypto-go,3.9.7,False,NONE,NONE,No issues detected
DEP-0478,APP-010,fasthttp,1.8.3,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library fasthttp:1.8.3 has CVE-2021-1031 (CVSS 6.9, MEDIUM). No patch available yet."
DEP-0479,APP-010,viper,3.6.2,False,NONE,NONE,No issues detected
DEP-0480,APP-010,bcrypt-go,4.15.0,False,NONE,NONE,No issues detected
DEP-0481,APP-010,json-iterator,2.9.7,False,NONE,NONE,No issues detected
DEP-0482,APP-010,gorm,2.10.5,True,VULNERABLE_DEPENDENCY,LOW,"Library gorm:2.10.5 has CVE-2024-1193 (CVSS 1.2, LOW). Patch available: upgrade to 2.0.0"
DEP-0483,APP-010,go-jwt,1.6.3,False,NONE,NONE,No issues detected
DEP-0484,APP-010,mux,5.11.5,False,NONE,NONE,No issues detected
DEP-0485,APP-010,uuid-go,4.2.2,True,VULNERABLE_DEPENDENCY,MEDIUM,"Library uuid-go:4.2.2 has CVE-2025-1176 (CVSS 5.3, MEDIUM). Patch available: upgrade to 2.0.0"
DEP-0486,APP-010,chalk,1.12.8,True,TRANSITIVE_VULNERABILITY,LOW,Transitive dependency chalk:1.12.8 has CVE-2022-1170 (CVSS 1.2). Inherited via dependency chain — not directly declared by VendorGateway.
DEP-0487,APP-010,vue,1.2.3,False,NONE,NONE,No issues detected
DEP-0488,APP-010,hibernate-validator,2.4.0,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency hibernate-validator:2.4.0 has CVE-2021-1061 (CVSS 5.2). Inherited via dependency chain — not directly declared by VendorGateway.
DEP-0489,APP-010,tomcat-embed-core,3.5.1,False,NONE,NONE,No issues detected
DEP-0490,APP-010,pip,3.5.0,True,TRANSITIVE_VULNERABILITY,HIGH,Transitive dependency pip:3.5.0 has CVE-2024-1184 (CVSS 8.6). Inherited via dependency chain — not directly declared by VendorGateway.
DEP-0491,APP-010,chi,1.11.6,False,NONE,NONE,No issues detected
DEP-0492,APP-010,commons-codec,2.7.3,False,NONE,NONE,No issues detected
DEP-0493,APP-010,certifi,2.7.3,True,TRANSITIVE_VULNERABILITY,LOW,Transitive dependency certifi:2.7.3 has CVE-2022-1168 (CVSS 1.4). Inherited via dependency chain — not directly declared by VendorGateway.
DEP-0494,APP-010,bcrypt,2.2.3,True,TRANSITIVE_VULNERABILITY,CRITICAL,Transitive dependency bcrypt:2.2.3 has CVE-2023-1074 (CVSS 9.4). Inherited via dependency chain — not directly declared by VendorGateway.
DEP-0495,APP-010,crypto-go,4.10.3,False,NONE,NONE,No issues detected
DEP-0496,APP-010,protobuf-java,4.1.8,False,NONE,NONE,No issues detected
DEP-0497,APP-010,mux,4.0.1,True,TRANSITIVE_VULNERABILITY,HIGH,Transitive dependency mux:4.0.1 has CVE-2025-1047 (CVSS 7.6). Inherited via dependency chain — not directly declared by VendorGateway.
DEP-0498,APP-010,bouncycastle-bcprov,3.2.0,False,NONE,NONE,No issues detected
DEP-0499,APP-010,chai,3.11.1,True,TRANSITIVE_VULNERABILITY,MEDIUM,Transitive dependency chai:3.11.1 has CVE-2024-1134 (CVSS 4.8). Inherited via dependency chain — not directly declared by VendorGateway.
DEP-0500,APP-010,nodemon,2.3.0,True,TRANSITIVE_VULNERABILITY,LOW,Transitive dependency nodemon:2.3.0 has CVE-2023-1132 (CVSS 3.8). Inherited via dependency chain — not directly declared by VendorGateway.
